用語,読み,訳語候補番号,訳語候補,使い分け基準,用例(和文),用例(英文),用例出典,注釈,
非課税,ひかぜい,,tax exemption,,,,,,
引受け,ひきうけ,1,assumption,債務の場合,,,,,
引受け,ひきうけ,2,subscription,株式等の発行の場合,,,,,
引受け,ひきうけ,3,underwriting,証券の元引受の場合,,,,,
引受け,ひきうけ,4,acceptance,手形等の場合,,,,,
引受価額,ひきうけかがく,,subscription price,,,,,,
引受人,ひきうけにん,1,guarantor,債務の場合,,,,,
引受人,ひきうけにん,2,subscriber,株式等の発行の場合,,,,,
引受人,ひきうけにん,3,underwriter,証券の元引受の場合,,,,,
引受人,ひきうけにん,4,acceptor,手形等の場合,,,,,
被疑事実,ひぎじじつ,,alleged facts of crime,,,,,,
被疑者,ひぎしゃ,,suspect,,,,,,
引継ぎ,ひきつぎ,,succession,,,,,,
非居住者,ひきょじゅうしゃ,,non-resident,,,,,,
引渡し,ひきわたし,1,delivery,現実の物の引渡,,,,,
引渡し,ひきわたし,2,transfer,占有の移転,,,,,
引渡し,ひきわたし,3,extradition,犯罪人引渡し,,,,,
引渡命令,ひきわたしめいれい,,delivery order,,,,,【注】 不動産の場合,
非現住建造物,ひげんじゅうけんぞうぶつ,,uninhabited building,,,,,,
被後見人,ひこうけんにん,,ward,,,,,,
被控訴人,ひこうそにん,,appellee,,,,,,
被告事件,ひこくじけん,1,case under public prosecution,,,,,【注】公訴提起前の「被疑事件」と区別するための「被告事件」という意味でcase under public prosecutionと訳した。なお、日本では検察も捜査するため、送致後起訴前も含む感覚を避ける場合には、第２候補を使用。,
被告事件,ひこくじけん,2,case charged to the court,,,,,,
被告人,ひこくにん,1,accused,,,,,【注】主として英国系。,
被告人,ひこくにん,2,defendant,,,,,【注】主として米国系。,
被災者,ひさいしゃ,,disaster victim,,,,,,
被収容者,ひしゅうようしゃ,1,inmate,被収容者一般の場合,,,,"【注】国連人権Ｂ規約第５回政府報告書において、prison、prisonerという表現を避け、「被収容者」inmate、「受刑者」sentenced inmate、「未決被収容者」unsentenced inmateに統一する扱いとなったが、""inmate""は単独で「受刑者」の意味を持ちうる語であるため、本辞書においては、「受刑者」については""inmate""部分に""person""を充てたsentenced personを、「未決被収容者」については""detainee""を充てたunsentenced detaineeを選定した。",
被収容者,ひしゅうようしゃ,2,sentenced person,受刑者の場合,,,,,
被収容者,ひしゅうようしゃ,3,unsentenced detainee,未決被収容者の場合,,,,,
被収容者,ひしゅうようしゃ,4,detainee,入管法上の収容,,,,,
批准,ひじゅん,,ratification,,,,,,
被上告人,ひじょうこくにん,,appellee (of final appeal),,,,,,
非常災害,ひじょうさいがい,,extraordinary disaster,,,,,,
非訟事件,ひしょうじけん,,non-contentious case,,,,,,
非常上告,ひじょうじょうこく,,extraordinary appeal to the court of the last resort,,,,,,
被審人,ひしんにん,,respondent,,,,,,
被請求人,ひせいきゅうにん,1,claimee,,,,,,
被請求人,ひせいきゅうにん,2,demandee,,,,,,
被相続人,ひそうぞくにん,,decedent,,,,,,
卑属,ひぞく,,descendant,,,,,,
被担保債権,ひたんぽさいけん,,secured claim,,,,,,
必要な措置,ひつようなそち,,necessary measure,,,,,,
必要費,ひつようひ,,necessary expenses,,,,,,
人,ひと,,person,,,,,,
ひな形,ひながた,1,model,,,,,,
ひな形,ひながた,2,form,,,,,,
ひな形,ひながた,3,template,,,,,,
否認,ひにん,,denial,,,,,,
否認権,ひにんけん,1,right of avoidance,倒産法上の否認の場合,,,,,
否認権,ひにんけん,2,right of rebuttal,民法775条の否認の場合,,,,,
否認権の行使,ひにんけんのこうし,,exercise of right of avoidance,,,,,,
否認の請求,ひにんのせいきゅう,,request for avoidance,,,,,,
被保険者,ひほけんしゃ,,insured,,,,,,
被保護者,ひほごしゃ,1,aided person,,,,,,
被保護者,ひほごしゃ,2,ward,,,,,,
被保佐人,ひほさにん,,person under curatorship,,,,,,
被補助人,ひほじょにん,,person under assistance,,,,,,
秘密,ひみつ,1,secrecy,,,,,,
秘密,ひみつ,2,secret,,,,,,
秘密証書遺言,ひみつしょうしょいごん,,sealed and notarized will,,,,,,
秘密保持義務,ひみつほじぎむ,,duty of confidentiality,,,,,,
秘密保持命令,ひみつほじめいれい,1,protective order,,,,,,
秘密保持命令,ひみつほじめいれい,2,confidentiality protective order,,,,,,
罷免,ひめん,,dismissal,,,,,,
被申立担保権者,ひもうしたてたんぽけんしゃ,,the designated security right holder,,,,,【注】（出典）破産法186条以下、会社更生法104条以下,
被申立人,ひもうしたてにん,,respondent,,,,,,
日雇労働者,ひやといろうどうしゃ,,day worker,,,,,,
費用,ひよう,1,expense,,,,,,
費用,ひよう,2,cost,,,,,,
評価益,ひょうかえき,,revaluation gain,,,,,,
評価額,ひょうかがく,,estimated amount,,,,,【注】（出典）破産法103条2項1号、会社更生法136条1項3号,
評価・換算差額等,ひょうか・かんさんさがくとう,,valuation and translation adjustments,会計勘定科目,,,,,
評価済債権,ひょうかずみさいけん,,valued claim,,,,,【注】（出典）民事再生法230条8項,
評価損,ひょうかぞん,,revaluation loss,,,,,,
評議員,ひょうぎいん,,councillor,,,,,,
表決,ひょうけつ,,vote,,,,,,
表見支配人,ひょうけんしはいにん,,apparent manager,,,,,,
表見代表執行役,ひょうけんだいひょうしっこうやく,,apparent representative executive officer,,,,,,
表見代表取締役,ひょうけんだいひょうとりしまりやく,,apparent representative director,,,,,,
表見代理,ひょうけんだいり,,apparent authority,,,,,,
表示,ひょうじ,1,indication,原則,事件の表示,indication of the case,民事訴訟規則66条,,
表示,ひょうじ,2,representation,景表法等における表示,,,,,
表示,ひょうじ,3,manifestation,意思等の表示,,,,,
表示,ひょうじ,4,label (labeling),レッテル等による表示,,,,,
表示,ひょうじ,5,mark,刻印等による表示,,,,,
標識,ひょうしき,,sign,,,,,,
被用者,ひようしゃ,,employee,,,,,,
標準報酬,ひょうじゅんほうしゅう,,amount of standard (monthly) remuneration,,,,,,
標章,ひょうしょう,,mark,,,,,,
評定,ひょうてい,1,evaluation,,,,,,
評定,ひょうてい,2,rating,,,,,,
評定,ひょうてい,3,valuation,,,,,,
費用の仮支弁,ひようのかりしべん,,making temporary payment of expenses,,,,,【注】（出典）破産法23条,
費用の賠償,ひようのばいしょう,,compensation for expenses,,,,,,
品種登録出願,ひんしゅとうろくしゅつがん,,application for variety registration,,,,,,
封印,ふういん,,seal,,,,,,
風説,ふうせつ,,rumor,,,,,,
風俗営業,ふうぞくえいぎょう,,adult entertainment business,,,,,,
風俗を害する行為,ふうぞくをがいするこうい,,act prejudicial to good morals,,,,,,
夫婦,ふうふ,,husband and wife,,,,,,
夫婦財産,ふうふざいさん,,matrimonial property,,夫婦財産制,matrimonial property regime,,【注】（出典）民法第4編第3節第2款見出し,
不確定期限,ふかくていきげん,1,uncertain due date,,,,,,
不確定期限,ふかくていきげん,2,unfixed period of time,,,,,,
不確定期限,ふかくていきげん,3,indefinite period of time,,,,,,
付加刑,ふかけい,,supplementary punishment,,,,,,
不可抗力,ふかこうりょく,,force majeure,,,,,,
不可分債権,ふかぶんさいけん,,indivisible claim,,,,,,
不可分債務,ふかぶんさいむ,,indivisible obligation,,,,,,
付記,ふき,,supplementary note,,,,,,
付記登記,ふきとうき,,supplemental registration,,,,,【注】主登記: principal registration,
副検事,ふくけんじ,,assistant public prosecutor,,,,,,
復職,ふくしょく,,reinstatement,,,,,,
複製,ふくせい,,reproduction,,,,,,
複製権,ふくせいけん,,right of reproduction,,,,,,
複製物,ふくせいぶつ,,copy,,,,,,
復代理人,ふくだいりにん,,subagent,,,,,,
付合,ふごう,,accession,,,,,,
不公正な,ふこうせいな,,unfair,,,,,,
不公正な取引方法,ふこうせいなとりひきほうほう,,unfair trade practice,,,,,,
布告,ふこく,1,declaration,,,,,,
布告,ふこく,2,proclamation,,,,,,
不在者,ふざいしゃ,,absentee,,,,,,
不作為,ふさくい,,inaction,,,,,,
不実,ふじつ,1,untrue,,,,,,
不実,ふじつ,2,false,,,,,,
不実の記載・不実記載,ふじつのきさい・ふじつきさい,1,untrue entry,,,,,,
不実の記載・不実記載,ふじつのきさい・ふじつきさい,2,false entry,,,,,,
不実の記載・不実記載,ふじつのきさい・ふじつきさい,3,untrue statement,,,,,,
不実の記載・不実記載,ふじつのきさい・ふじつきさい,4,false statement,,,,,,
付従性,ふじゅうせい,,accessoriness,,地役権の付従性,accessoriness of servitudes,民法281条,,
不出頭,ふしゅっとう,,nonappearance,,,,,,
扶助,ふじょ,,support,,,,,,
侮辱,ぶじょく,,insult,,,,,,
婦人補導院,ふじんほどういん,,women's guidance home,,,,,,
不正競争,ふせいきょうそう,,unfair competition,,,,,,
不正使用,ふせいしよう,,unauthorized use,,,,,,
不正な,ふせいな,1,wrongful,原則,,,,,
不正な,ふせいな,2,unlawful,違法・非合法,,,,,
不正な,ふせいな,3,unfair,不公正,,,,,
不正な,ふせいな,4,unauthorized,無権限,不正使用,unauthorized use,,,
附則,ふそく,,supplementary provisions,,,,,,
附属施設,ふぞくしせつ,1,auxiliary facility,,,,,,
附属施設,ふぞくしせつ,2,adjunct facility,,,,,,
附属施設,ふぞくしせつ,3,attached facility,,,,,,
附属書,ふぞくしょ,,annex,,,,,,
附属書類,ふぞくしょるい,,annexed document,,,,,,
附属明細書,ふぞくめいさいしょ,,annexed detailed statement,,,,,,
附帯控訴,ふたいこうそ,,incidental appeal (to the intermediate court),,,,,,
附帯税,ふたいぜい,,penalty tax,,,,,,
附帯の,ふたいの,,incidental,,,,,,
負担する,ふたんする,1,be subjected to,,,,,,
負担する,ふたんする,2,bear,,,,,,
負担する,ふたんする,3,incur,,,,,,
負担付遺贈,ふたんつきいぞう,1,testamentary gift with burden,,,,,,
負担付遺贈,ふたんつきいぞう,2,conditioned testamentary gift,,,,,,
負担付贈与,ふたんつきぞうよ,1,gift with burden,,負担付贈与の申込みを承諾し、又は負担付遺贈を承認すること,"accept the offer of gift with burden, or accept any bequest with burden",民法13条1項7号,,
負担付贈与,ふたんつきぞうよ,2,conditioned gift,,,,,,
負担部分,ふたんぶぶん,1,contribution,,,,,,
負担部分,ふたんぶぶん,2,share,,,,,,
普通裁判籍,ふつうさいばんせき,,general venue,,,,,,
復権,ふっけん,,restoration of rights,,,,,,
物権,ぶっけん,1,property,,,,,,
物権,ぶっけん,2,real right,,,,,,
物権,ぶっけん,3,right in rem,,,,,,
物件,ぶっけん,1,item,,,,,,
物件,ぶっけん,2,object,,,,,,
物上代位,ぶつじょうだいい,,extension of security interest to the proceeds of the collateral,,,,,,
物上保証人,ぶつじょうほしょうにん,1,third party mortgagor,抵当権の場合,,,,,
物上保証人,ぶつじょうほしょうにん,2,accommodation mortgagor,抵当権の場合,,,,,
物上保証人,ぶつじょうほしょうにん,3,third party pledgor,質権の場合,,,,,
